##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_002149765.1	PRJNA485481	SAMN03451140	na	na	1643324	1643324	Bacillus phage phi4B1	na	na	latest	Complete Genome	Major	Full	2016-01-05	ViralProj308018.1	Genomic Medicine, J. Craig Venter Institute	GCA_002149765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/149/765/GCF_002149765.1_ViralProj308018.1	na	na	na	haploid	viral	38663	38663	36.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	56	56	0	na
GCF_002149545.1	PRJNA485481	SAMN03451142	na	na	1643326	2843791	Bacillus phage phi4J1	na	na	latest	Complete Genome	Major	Full	2016-01-05	ViralProj308018.2	Genomic Medicine, J. Craig Venter Institute	GCA_002149545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/149/545/GCF_002149545.1_ViralProj308018.2	na	ICTV species exemplar	na	haploid	viral	41486	41486	36.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	67	67	0	na
GCF_001271215.1	PRJNA485481	na	na	na	1646350	1646350	Trichomonas vaginalis virus dsRNA satellite S1	na	na	latest	Complete Genome	Major	Full	2015-08-18	ViralProj293052	Dept of Microbiology & Immunobiology, Harvard Medical School	GCA_001271215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/271/215/GCF_001271215.1_ViralProj293052	na	na	na	haploid	viral	683	683	49.500000	1	1	1	na	na		0	0	0	na
GCF_001271055.1	PRJNA485481	na	na	na	1646351	1646351	Trichomonas vaginalis virus dsRNA satellite S1prime	na	na	latest	Complete Genome	Major	Full	2015-08-18	ViralProj293051	Dept of Microbiology & Immunobiology, Harvard Medical School	GCA_001271055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/271/055/GCF_001271055.1_ViralProj293051	na	na	na	haploid	viral	532	532	52.000000	1	1	1	na	na		0	0	0	na
GCF_002605745.1	PRJNA485481	na	na	na	1647282	2560625	Paracoccus phage Shpa	na	na	latest	Complete Genome	Major	Full	2019-05-02	ASM260574v1	IMBM, Biotechnology, University of the Western Cape	GCA_002605745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/605/745/GCF_002605745.1_ASM260574v1	na	ICTV species exemplar	na	haploid	viral	38261	38261	64.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	56	56	0	na
GCF_002605765.1	PRJNA485481	na	na	na	1647283	3060018	Gordonia phage GMA2	na	na	latest	Complete Genome	Major	Full	2023-01-31	ASM260576v1	La Trobe Institute of Molecular Sciences, La Trobe University	GCA_002605765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/605/765/GCF_002605765.1_ASM260576v1	na	ICTV species exemplar	na	haploid	viral	103424	103424	53.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-31	142	126	16	26241321
GCF_001470695.1	PRJNA485481	na	na	na	1647284	2560494	Gordonia phage GMA3	na	na	latest	Complete Genome	Major	Full	2015-12-17	ViralProj306297	La Trobe Institute of Molecular Sciences, La Trobe University	GCA_001470695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/470/695/GCF_001470695.1_ViralProj306297	na	ICTV species exemplar	na	haploid	viral	77779	77779	51.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2015-12-17	104	104	0	26241321
GCF_001736875.1	PRJNA485481	na	na	na	1647285	2560495	Gordonia phage GMA6	na	na	latest	Complete Genome	Major	Full	2016-09-19	ViralProj343532	La Trobe Institute of Molecular Sciences, La Trobe University	GCA_001736875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/736/875/GCF_001736875.1_ViralProj343532	na	ICTV species exemplar	na	haploid	viral	83324	83324	58.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2016-09-19	115	115	0	26241321
GCF_001470395.1	PRJNA485481	na	na	na	1647286	2560496	Gordonia phage GMA7	na	na	latest	Complete Genome	Major	Full	2015-12-17	ViralProj306296	La Trobe Institute of Molecular Sciences, La Trobe University	GCA_001470395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/470/395/GCF_001470395.1_ViralProj306296	na	ICTV species exemplar	na	haploid	viral	73419	73419	56.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2015-12-17	102	101	1	26241321
GCF_001501235.1	PRJNA485481	na	na	na	1647300	2956134	Mycobacterium phage Luchador	na	na	latest	Complete Genome	Major	Full	2016-01-05	ViralProj307747	Biological Sciences, University of Pittsburgh	GCA_001501235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/501/235/GCF_001501235.1_ViralProj307747	na	ICTV species exemplar	na	haploid	viral	53387	53387	62.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2022-05-27	97	96	1	26089414
GCF_001500575.1	PRJNA485481	na	na	na	1647301	1983110	Mycobacterium phage Vincenzo	na	na	latest	Complete Genome	Major	Full	2016-01-05	ViralProj307746	Biological Sciences, University of Pittsburgh	GCA_001500575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/500/575/GCF_001500575.1_ViralProj307746	na	ICTV species exemplar	na	haploid	viral	72139	72139	69.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-04-03	98	98	0	26089409
GCF_001502615.1	PRJNA485481	na	na	na	1647302	1983742	Mycobacterium phage Phayonce	na	na	latest	Complete Genome	Major	Full	2016-01-05	ViralProj307745	Biological Sciences, University of Pittsburgh	GCA_001502615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/502/615/GCF_001502615.1_ViralProj307745	na	ICTV species exemplar	na	haploid	viral	49203	49203	66.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	77	77	0	26089413
GCF_001501995.1	PRJNA485481	na	na	na	1647304	2955392	Mycobacterium phage FlagStaff	na	na	latest	Complete Genome	Major	Full	2016-01-05	ViralProj307744	Biological Sciences, University of Pittsburgh	GCA_001501995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/501/995/GCF_001501995.1_ViralProj307744	na	ICTV species exemplar	na	haploid	viral	44576	44576	68.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2022-05-27	65	65	0	26089410
GCF_001501215.1	PRJNA485481	na	na	na	1647305	2955391	Mycobacterium phage Cambiare	na	na	latest	Complete Genome	Major	Full	2016-01-05	ViralProj307743	Biological Sciences, University of Pittsburgh	GCA_001501215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/501/215/GCF_001501215.1_ViralProj307743	na	ICTV species exemplar	na	haploid	viral	45161	45161	69.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2022-05-27	67	67	0	26089410
GCF_001482955.1	PRJNA485481	na	na	na	1647306	1982902	Mycobacterium phage Baee	na	na	latest	Complete Genome	Major	Full	2015-12-27	ViralProj306892	Biological Sciences, University of Pittsburgh	GCA_001482955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/482/955/GCF_001482955.1_ViralProj306892	na	ICTV species exemplar	na	haploid	viral	70270	70270	67.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-09-26	96	96	0	26089409
GCF_001500555.1	PRJNA485481	na	na	na	1647308	1647308	Mycobacterium phage Nerujay	na	na	latest	Complete Genome	Major	Full	2016-01-05	ViralProj307742	Biological Sciences, University of Pittsburgh	GCA_001500555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/500/555/GCF_001500555.1_ViralProj307742	na	na	na	haploid	viral	53455	53455	63.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	97	97	0	na
GCF_001502595.1	PRJNA485481	na	na	na	1647309	2956318	Mycobacterium phage MOOREtheMARYer	na	na	latest	Complete Genome	Major	Full	2016-01-05	ViralProj307741	Biological Sciences, University of Pittsburgh	GCA_001502595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/502/595/GCF_001502595.1_ViralProj307741	na	ICTV species exemplar	na	haploid	viral	44492	44492	68.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2022-05-27	67	67	0	26089410
GCF_001551045.1	PRJNA485481	na	na	na	1647311	1993871	Mycobacterium phage Mindy	na	na	latest	Complete Genome	Major	Full	2016-02-05	ViralProj310931	Biological Sciences, University of Pittsburgh	GCA_001551045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/551/045/GCF_001551045.1_ViralProj310931	na	na	na	haploid	viral	75796	75796	63.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	149	147	2	26089411
GCF_001501975.1	PRJNA485481	na	na	na	1647313	2956057	Mycobacterium phage ShedlockHolmes	na	na	latest	Complete Genome	Major	Full	2016-01-05	ViralProj307740	Biological Sciences, University of Pittsburgh	GCA_001501975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/501/975/GCF_001501975.1_ViralProj307740	na	ICTV species exemplar	na	haploid	viral	61081	61081	67.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-05-12	100	100	0	26089412
GCF_001501195.1	PRJNA485481	na	na	na	1647373	1985712	Acinetobacter phage Fri1	na	na	latest	Complete Genome	Major	Full	2016-01-05	ViralProj307739	Laboratory of Molecular Bioengineering, IBCH	GCA_001501195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/501/195/GCF_001501195.1_ViralProj307739	na	ICTV species exemplar	na	haploid	viral	41805	41805	39.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2016-01-05	54	54	0	na
GCF_001500935.1	PRJNA485481	na	na	na	1647374	1985723	Klebsiella phage K5	na	na	latest	Complete Genome	Major	Full	2016-01-05	ViralProj307818	Laboratory of Molecular Bioengineering, IBCH	GCA_001500935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/500/935/GCF_001500935.1_ViralProj307818	na	ICTV species exemplar	na	haploid	viral	41698	41698	52.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	46	46	0	na
GCF_001470995.1	PRJNA485481	na	na	na	1647385	2733947	Delftia phage IME-DE1	na	na	latest	Complete Genome	Major	Full	2015-12-17	ViralProj306347	State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology	GCA_001470995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/470/995/GCF_001470995.1_ViralProj306347	na	ICTV species exemplar	na	haploid	viral	38084	38084	60.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2015-12-17	48	48	0	na
GCF_001500535.1	PRJNA485481	na	na	na	1647386	1982245	Polaribacter phage P12002L	na	na	latest	Complete Genome	Major	Full	2016-01-05	ViralProj307738	Inha University	GCA_001500535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/500/535/GCF_001500535.1_ViralProj307738	na	ICTV species exemplar	na	haploid	viral	48689	48689	29.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2016-01-05	82	82	0	26500718
GCF_001502575.1	PRJNA485481	na	na	na	1647387	1982246	Polaribacter phage P12002S	na	na	latest	Complete Genome	Major	Full	2016-01-05	ViralProj307737	Inha University	GCA_001502575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/502/575/GCF_001502575.1_ViralProj307737	na	ICTV species exemplar	na	haploid	viral	49847	49847	29.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-11	86	86	0	26500718
GCF_001501955.1	PRJNA485481	na	na	na	1647391	1647391	Streptococcus phage APCM01	na	na	latest	Complete Genome	Major	Full	2016-01-05	ViralProj307736	University College Cork	GCA_001501955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/501/955/GCF_001501955.1_ViralProj307736	na	na	na	haploid	viral	31075	31075	39.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	37	37	0	26398909
GCF_001754705.1	PRJNA485481	na	na	na	1647400	2560424	Enterococcus phage Ec-ZZ2	na	na	latest	Complete Genome	Major	Full	2016-09-27	ViralProj344606	Pathogenobiology, Basic Medical School of Jilin University	GCA_001754705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/754/705/GCF_001754705.1_ViralProj344606	na	ICTV species exemplar	na	haploid	viral	41170	41170	34.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	59	59	0	na
GCF_002622405.1	PRJNA485481	na	na	na	1647403	1980945	Sinorhizobium phage phiM7	na	na	latest	Complete Genome	Major	Full	2019-05-02	ASM262240v1	Microbiology and Molecular Biology, Brigham Young University	GCA_002622405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/622/405/GCF_002622405.1_ASM262240v1	na	ICTV species exemplar	na	haploid	viral	188427	188427	49.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	369	361	8	na
GCF_001501175.1	PRJNA485481	na	na	na	1647405	1980947	Sinorhizobium phage phiN3	na	na	latest	Complete Genome	Major	Full	2016-01-05	ViralProj307735	Microbiology and Molecular Biology, Brigham Young University	GCA_001501175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/501/175/GCF_001501175.1_ViralProj307735	na	ICTV species exemplar	na	haploid	viral	206713	206713	49.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	408	402	6	na
GCF_001500515.1	PRJNA485481	na	na	na	1647408	1981041	Klebsiella phage KLPN1	na	na	latest	Complete Genome	Major	Full	2016-01-05	ViralProj307734	Microbiology, University College Cork	GCA_001500515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/500/515/GCF_001500515.1_ViralProj307734	na	ICTV species exemplar	na	haploid	viral	49037	49037	50.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	72	72	0	26246963
GCF_001745155.1	PRJNA485481	na	na	na	1647411	2733988	Salmonella phage NR01	na	na	latest	Complete Genome	Major	Full	2016-09-23	ViralProj344145	Department of Food Science and Biotechnology, Kyung Hee University	GCA_001745155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/745/155/GCF_001745155.1_ViralProj344145	na	ICTV species exemplar	na	haploid	viral	111325	111325	39.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2016-09-23	148	148	0	na
GCF_008222785.1	PRJNA485481	na	na	na	1647454	2846102	Salmonella phage SE24	na	na	latest	Complete Genome	Major	Full	2020-06-19	ASM822278v1	Food, Nutrition & Health, University of British Columbia	GCA_008222785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/222/785/GCF_008222785.1_ASM822278v1	na	ICTV species exemplar	na	haploid	viral	114855	114855	40.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-06-19	147	147	0	na
GCF_001502555.2	PRJNA485481	na	na	na	1647455	2734060	Salmonella phage SEN1	na	SEN1	latest	Complete Genome	Major	Full	2016-11-18	ViralProj307733	Department of Biology, Masaryk University, Faculty of Medicine	GCA_001502555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/502/555/GCF_001502555.2_ViralProj307733	na	ICTV species exemplar	na	haploid	viral	29733	29733	53.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	43	43	0	na
GCF_001470915.2	PRJNA485481	na	na	na	1647458	1647458	Salmonella phage SEN22	na	na	latest	Complete Genome	Major	Full	2016-11-18	ViralProj306295	Department of Biology, Masaryk University, Faculty of Medicine	GCA_001470915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/470/915/GCF_001470915.2_ViralProj306295	na	na	na	haploid	viral	41338	41338	48.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	55	55	0	na
GCF_001470135.1	PRJNA485481	na	na	na	1647463	2560731	Salmonella phage SEN34	na	SEN34	latest	Complete Genome	Major	Full	2015-12-17	ViralProj306294	Department of Biology, Masaryk University, Faculty of Medicine	GCA_001470135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/470/135/GCF_001470135.1_ViralProj306294	na	ICTV species exemplar	na	haploid	viral	40740	40740	50.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	63	63	0	na
GCF_001501935.2	PRJNA485481	na	na	na	1647465	2734072	Salmonella phage SEN4	na	SEN4	latest	Complete Genome	Major	Full	2016-11-17	ViralProj307732	Department of Biology, Masaryk University, Faculty of Medicine	GCA_001501935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/501/935/GCF_001501935.2_ViralProj307732	na	ICTV species exemplar	na	haploid	viral	33509	33509	53.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	47	47	0	na
GCF_001470675.2	PRJNA485481	na	na	na	1647466	2734072	Salmonella phage SEN5	na	na	latest	Complete Genome	Major	Full	2016-11-17	ViralProj306293	Department of Biology, Masaryk University, Faculty of Medicine	GCA_001470675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/470/675/GCF_001470675.2_ViralProj306293	na	na	na	haploid	viral	33509	33509	53.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	47	47	0	na
GCF_002605925.1	PRJNA485481	na	na	na	1647468	2734064	Salmonella phage SEN8	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM260592v1	Department of Biology, Masaryk University, Faculty of Medicine	GCA_002605925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/605/925/GCF_002605925.1_ASM260592v1	na	ICTV species exemplar	na	haploid	viral	35203	35203	52.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	49	49	0	na
GCF_001884535.1	PRJNA485481	na	na	na	1647469	2560493	Gordonia phage GAL1	na	na	latest	Complete Genome	Major	Full	2016-11-15	ViralProj353700	La Trobe Institute of Molecular Sciences, La Trobe University	GCA_001884535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/884/535/GCF_001884535.1_ViralProj353700	na	ICTV species exemplar	na	haploid	viral	49979	49979	63.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	82	82	0	na
GCF_001737095.1	PRJNA485481	na	na	na	1647470	1647470	Gordonia phage GMA1	na	na	latest	Complete Genome	Major	Full	2016-09-19	ViralProj343531	La Trobe Institute of Molecular Sciences, La Trobe University	GCA_001737095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/737/095/GCF_001737095.1_ViralProj343531	na	na	na	haploid	viral	41207	41207	65.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	68	68	0	na
GCF_001736415.1	PRJNA485481	na	na	na	1647471	1647471	Gordonia phage GMA4	na	na	latest	Complete Genome	Major	Full	2016-09-19	ViralProj343530	La Trobe Institute of Molecular Sciences, La Trobe University	GCA_001736415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/736/415/GCF_001736415.1_ViralProj343530	na	na	na	haploid	viral	45537	45537	66.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	69	68	1	26241321
GCF_001736635.1	PRJNA485481	na	na	na	1647472	3060025	Gordonia phage GMA5	na	na	latest	Complete Genome	Major	Full	2016-09-19	ViralProj343529	La Trobe Institute of Molecular Sciences, La Trobe University	GCA_001736635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/736/635/GCF_001736635.1_ViralProj343529	na	ICTV species exemplar	na	haploid	viral	17562	17562	66.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2016-09-19	28	28	0	26241321
GCF_001736855.1	PRJNA485481	na	na	na	1647473	3060026	Gordonia phage GRU3	na	na	latest	Complete Genome	Major	Full	2016-09-19	ViralProj343528	La Trobe Institute of Molecular Sciences, La Trobe University	GCA_001736855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/736/855/GCF_001736855.1_ViralProj343528	na	ICTV species exemplar	na	haploid	viral	17727	17727	66.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2016-09-19	26	26	0	26241321
GCF_001470375.1	PRJNA485481	na	na	na	1647474	2955753	Gordonia phage GTE6	na	na	latest	Complete Genome	Major	Full	2015-12-17	ViralProj306292	La Trobe Institute of Molecular Sciences, La Trobe University	GCA_001470375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/470/375/GCF_001470375.1_ViralProj306292	na	ICTV species exemplar	na	haploid	viral	56982	56982	68.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2015-12-17	86	86	0	26241321
GCF_001470895.1	PRJNA485481	na	na	na	1647475	2955912	Gordonia phage GTE8	na	na	latest	Complete Genome	Major	Full	2015-12-17	ViralProj306291	La Trobe Institute of Molecular Sciences, La Trobe University	GCA_001470895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/470/895/GCF_001470895.1_ViralProj306291	na	ICTV species exemplar	na	haploid	viral	67617	67617	66.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2015-12-17	94	94	0	26241321
GCF_001737075.1	PRJNA485481	na	na	na	1647476	1647476	Tsukamurella phage TPA4	na	na	latest	Complete Genome	Major	Full	2016-09-19	ViralProj343527	La Trobe Institute of Molecular Sciences, La Trobe University	GCA_001737075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/737/075/GCF_001737075.1_ViralProj343527	na	na	na	haploid	viral	56212	56212	70.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	84	84	0	na
GCF_002868655.1	PRJNA485481	na	na	na	1647805	1647805	Drakaea virus A	na	Canning Mills	latest	Chromosome	Major	Partial	2019-06-28	ASM286865v1	Plant Virology, Wa State Agricultural Biotechnology Centre, Murdoch University	GCA_002868655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/868/655/GCF_002868655.1_ASM286865v1	partial	ICTV species exemplar	na	haploid	viral	7395	7395	39.500000	2	2	2	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-08-22	6	6	0	na
