Index	Sequence ID	Virus Tax ID	FTP Path
18411	NC_024806	649187	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/135/GCF_000926135.1_ViralProj260751
18412	NC_024807	1538550	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/235/GCF_000924235.1_ViralProj260752
18413	NC_024808	1538549	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/715/GCF_000921715.1_ViralProj260753
18414	NC_024809	N/A	N/A
18415	NC_024810	N/A	N/A
18416	NC_024886	1453080	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/155/GCF_000926155.1_ViralProj261252
18417	NC_024887	11023	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/735/GCF_000921735.1_ViralProj261261
18418	NC_024888	1391667	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/255/GCF_000924255.1_ViralProj261260
18419	NC_024889	1416349	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/575/GCF_000922575.1_ViralProj261347
18420	NC_024890	1427156	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/755/GCF_000921755.1_ViralProj261353
18421	NC_024891	1427157	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/275/GCF_000924275.1_ViralProj261352
18422	NC_024893	1036963	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/195/GCF_000926195.1_ViralProj261355
18423	NC_024894	N/A	N/A
18424	NC_024895	N/A	N/A
18425	NC_024906	1543207	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/295/GCF_000924295.1_ViralProj261443
18426	NC_024907	1542745	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/615/GCF_000922615.1_ViralProj261537
18427	NC_024908	1543419	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/921/775/GCF_000921775.1_NODE_91_length_2494_cov_3983.48_ID_181
18428	NC_024909	1985417	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/215/GCF_000926215.1_ViralProj261538
18429	NC_024910	N/A	N/A
18430	NC_024911	N/A	N/A
18431	NC_024912	N/A	N/A
18432	NC_024913	N/A	N/A
18433	NC_024914	1427476	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/343/745/GCF_001343745.1_ViralMultiSegProj237137
18434	NC_024915	N/A	N/A
18435	NC_024916	N/A	N/A
18436	NC_024917	N/A	N/A
18437	NC_024918	N/A	N/A
18438	NC_024919	N/A	N/A
18439	NC_024920	N/A	N/A
18440	NC_025112	1546177	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/195/GCF_000925195.1_ViralProj262492
18441	NC_025113	1546178	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/335/GCF_000924335.1_ViralProj262544
18442	NC_025114	1547495	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/235/GCF_000926235.1_ViralProj262543
18443	NC_025115	1530085	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/355/GCF_000924355.1_ViralProj262488
18444	NC_025213	1500510	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/375/GCF_000924375.1_ViralProj262927
18445	NC_025214	1547580	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/415/GCF_000924415.1_ViralProj263092
18446	NC_025215	1548711	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/395/GCF_000924395.1_ViralProj263033
18447	NC_025216	1548712	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/895/GCF_000926895.1_ViralProj263032
18448	NC_025217	1541205	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/915/GCF_000926915.1_ViralProj263036
18449	NC_025218	1353795	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/255/GCF_000926255.2_ViralProj263031
18450	NC_025219	1541211	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/275/GCF_000926275.1_ViralProj263035
18451	NC_025220	1993648	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/215/GCF_000925215.2_ViralProj263030
18452	NC_025244	1544378	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/235/GCF_000925235.1_ViralProj263034
18453	NC_025246	1959744	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/295/GCF_000926295.1_ViralProj263599
18454	NC_025247	459957	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/255/GCF_000925255.1_ViralProj263507
18455	NC_025250	326202	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/935/GCF_000926935.1_ViralProj263828
18456	NC_025251	1072176	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/435/GCF_000924435.1_ViralProj263847
18457	NC_025252	1503864	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/955/GCF_000926955.1_ViralProj263850
18458	NC_025253	1027468	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/315/GCF_000926315.1_ViralProj263849
18459	NC_025254	114922	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/455/GCF_000924455.1_ViralProj263851
18460	NC_025255	1046251	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/275/GCF_000925275.1_ViralProj263848
18461	NC_025256	2847089	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/295/GCF_000925295.1_ViralProj263908
18462	NC_025257	307444	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/335/GCF_000926335.1_ViralProj263949
18463	NC_025259	1552409	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/975/GCF_000926975.1_ViralProj263990
18464	NC_025265	N/A	N/A
18465	NC_025266	N/A	N/A
18466	NC_025340	1459044	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/995/GCF_000926995.1_ViralProj264895
18467	NC_025341	1408144	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/015/GCF_000927015.1_ViralProj264899
18468	NC_025342	1428456	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/335/GCF_000925335.1_ViralProj264897
18469	NC_025343	1452514	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/495/GCF_000924495.1_ViralProj264896
18470	NC_025344	2482952	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/375/GCF_000926375.1_ViralProj264898
18471	NC_025345	1195087	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/355/GCF_000925355.1_ViralProj264902
18472	NC_025346	1161132	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/475/GCF_000926475.1_ViralProj264923
18473	NC_025347	2560317	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/535/GCF_000926535.1_ViralProj264937
18474	NC_025348	798073	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/515/GCF_000926515.1_ViralProj264933
18475	NC_025349	862945	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/080/355/GCF_002080355.1_ViralProj264931
18476	NC_025350	798074	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/475/GCF_000925475.1_ViralProj264932
18477	NC_025351	1221391	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/595/GCF_000924595.1_ViralProj264921
18478	NC_025352	1474807	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/555/GCF_000926555.1_ViralProj264966
18479	NC_025353	198833	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/515/GCF_000924515.1_ViralProj264901
18480	NC_025355	1117633	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/115/GCF_000927115.1_ViralProj264924
18481	NC_025356	219584	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/415/GCF_000926415.1_ViralProj264911
18482	NC_025357	1560351	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/435/GCF_000926435.1_ViralProj264915
18483	NC_025358	318834	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/035/GCF_000927035.1_ViralProj264908
18484	NC_025359	698672	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/515/GCF_000925515.1_ViralProj264964
18485	NC_025360	N/A	N/A
18486	NC_025361	2560315	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/655/GCF_000924655.1_ViralProj264935
18487	NC_025362	1272959	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/455/GCF_000926455.1_ViralProj264919
18488	NC_025363	2560320	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/075/GCF_000927075.1_ViralProj264916
18489	NC_025364	1972570	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/135/GCF_000927135.1_ViralProj264930
18490	NC_025365	746543	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/155/GCF_000927155.1_ViralProj264934
18491	NC_025366	1561171	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/395/GCF_000925395.1_ViralProj264914
18492	NC_025367	1561172	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/555/GCF_000924555.1_ViralProj264913
18493	NC_025368	928211	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/495/GCF_000926495.1_ViralProj264928
18494	NC_025370	1891735	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/455/GCF_000925455.1_ViralProj264927
18495	NC_025371	1288358	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/415/GCF_000925415.1_ViralProj264918
18496	NC_025373	3052594	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/055/GCF_000927055.1_ViralProj264912
18497	NC_025375	537009	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/175/GCF_000927175.1_ViralProj264938
18498	NC_025376	1288359	N/A
18499	NC_025377	249584	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/535/GCF_000924535.1_ViralProj264909
18500	NC_025378	1972567	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/435/GCF_000925435.1_ViralProj264922
18501	NC_025379	1239567	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/095/GCF_000927095.2_ViralProj264920
18502	NC_025380	928214	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/615/GCF_000924615.1_ViralProj264925
18503	NC_025381	233051	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/375/GCF_000925375.1_ViralProj264910
18504	NC_025382	1481139	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/195/GCF_000927195.1_ViralProj264993
18505	NC_025383	1483724	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/535/GCF_000925535.1_ViralProj265833
18506	NC_025384	936308	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/695/GCF_000924695.1_ViralProj265832
18507	NC_025385	237716	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/575/GCF_000926575.1_ViralProj265878
18508	NC_025386	120499	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/255/GCF_000927255.1_ViralProj265898
18509	NC_025387	936149	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/595/GCF_000925595.1_ViralProj265900
18510	NC_025388	351427	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/795/GCF_000924795.1_ViralProj265907
18511	NC_025389	488317	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/295/GCF_000927295.1_ViralProj265906
18512	NC_025390	2560326	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/655/GCF_000926655.1_ViralProj265905
18513	NC_025391	318843	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/215/GCF_000927215.1_ViralProj265890
18514	NC_025393	1972683	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/335/GCF_000927335.1_ViralProj265914
18515	NC_025394	1972569	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/675/GCF_000926675.1_ViralProj265909
18516	NC_025395	1479613	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/695/GCF_000926695.1_ViralProj265913
18517	NC_025396	318835	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/315/GCF_000927315.1_ViralProj265910
18518	NC_025397	764599	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/775/GCF_000924775.1_ViralProj265903
18519	NC_025399	318852	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/635/GCF_000925635.1_ViralProj265908
18520	NC_025400	1229186	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/615/GCF_000926615.1_ViralProj265897
18521	NC_025401	1491491	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/655/GCF_000925655.1_ViralProj265912
18522	NC_025402	3052733	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/555/GCF_000925555.1_ViralProj265892
18523	NC_025403	1261100	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/575/GCF_000925575.1_ViralProj265896
18524	NC_025404	1261101	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/735/GCF_000924735.1_ViralProj265895
18525	NC_025405	1348439	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/595/GCF_000926595.1_ViralProj265893
18526	NC_025406	1511639	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/815/GCF_000924815.1_ViralProj265911
18527	NC_025407	2560310	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/755/GCF_000924755.1_ViralProj265899
18528	NC_025408	642022	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/615/GCF_000925615.1_ViralProj265904
18529	NC_025410	798072	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/275/GCF_000927275.1_ViralProj265902
18530	NC_025411	1379788	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/715/GCF_000924715.1_ViralProj265891
18531	NC_025412	1560514	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/835/GCF_000924835.1_ViralProj265987
18532	NC_025414	1527524	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/987/735/GCF_000987735.1_ViralProj266637
18533	NC_025415	1500734	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/895/GCF_000924895.1_ViralProj266648
18534	NC_025416	1524910	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/855/GCF_000924855.1_ViralProj266640
18535	NC_025417	1262512	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/875/GCF_000924875.1_ViralProj266644
18536	NC_025418	1194091	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/715/GCF_000925715.1_ViralProj266645
18537	NC_025419	31533	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/149/625/GCF_002149625.1_ViralProj266638.1
18538	NC_025420	1500733	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/735/GCF_000925735.1_ViralProj266649
18539	NC_025421	1500735	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/375/GCF_000927375.1_ViralProj266647
18540	NC_025422	1357714	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/355/GCF_000927355.1_ViralProj266643
18541	NC_025423	1391188	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/735/GCF_000926735.1_ViralProj266642
18542	NC_025424	1510440	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/695/GCF_000925695.1_ViralProj266641
18543	NC_025425	1222338	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/715/GCF_000926715.1_ViralProj266636
18544	NC_025426	1526408	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/755/GCF_000926755.1_ViralProj266646
18545	NC_025427	1498228	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/395/GCF_000927395.1_ViralProj266675
18546	NC_025428	1555208	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/815/GCF_000925815.1_ViralProj266767
18547	NC_025429	1527770	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/855/GCF_000925855.1_ViralProj266775
18548	NC_025430	1541883	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/835/GCF_000925835.1_ViralProj266771
18549	NC_025431	1527771	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/995/GCF_000924995.1_ViralProj266774
18550	NC_025432	1565990	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/835/GCF_000926835.1_ViralProj266721
18551	NC_025433	1204515	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/915/GCF_000925915.1_ViralProj266787
18552	NC_025434	1498227	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/775/GCF_000925775.1_ViralProj266716
18553	NC_025435	1564903	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/455/GCF_000927455.1_ViralProj266722
18554	NC_025436	1458859	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/035/GCF_000925035.1_ViralProj266782
18555	NC_025437	1541825	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/755/GCF_000925755.1_phage25875.7_Seq130228
18556	NC_025438	1458725	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/895/GCF_000925895.1_ViralProj266783
18557	NC_025439	1536592	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/495/GCF_000927495.1_ViralProj266773
18558	NC_025440	1541821	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/795/GCF_000926795.1_ViralProj266713
18559	NC_025441	1204521	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/795/GCF_000925795.1_ViralProj266720
18560	NC_025442	1541887	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/975/GCF_000924975.1_ViralProj266770
18561	NC_025443	1113547	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/575/GCF_000927575.1_ViralProj266789
18562	NC_025444	711470	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/775/GCF_000926775.1_ViralProj266660
18563	NC_025445	1536597	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/415/GCF_000927415.1_ViralProj266714
18564	NC_025446	1204523	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/955/GCF_000924955.1_ViralProj266719
18565	NC_025447	1555202	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/855/GCF_000926855.1_ViralProj266768
18566	NC_025448	69609	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/149/245/GCF_002149245.1_ViralProj266638.2
18567	NC_025449	1204522	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/055/GCF_000925055.1_ViralProj266786
18568	NC_025450	1542498	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/475/GCF_000927475.1_ViralProj266769
18569	NC_025451	1536611	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/875/GCF_000926875.1_ViralProj266772
18570	NC_025452	1477406	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/915/GCF_000924915.1_ViralProj266711
18571	NC_025453	1486428	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/435/GCF_000927435.1_ViralProj266718
18572	NC_025454	1505528	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/924/935/GCF_000924935.1_ViralProj266715
18573	NC_025455	756277	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/075/GCF_000925075.1_ViralProj266790
18574	NC_025456	1273711	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/515/GCF_000929515.1_ViralProj266784
18575	NC_025457	1481187	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/515/GCF_000927515.1_ViralProj266777
18576	NC_025458	1458861	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/535/GCF_000927535.1_ViralProj266781
18577	NC_025459	1505227	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/475/GCF_000929475.1_ViralProj266776
18578	NC_025460	1498220	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/815/GCF_000926815.1_ViralProj266717
18579	NC_025461	N/A	N/A
18580	NC_025462	1481186	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/015/GCF_000925015.1_ViralProj266778
18581	NC_025463	1458862	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/495/GCF_000929495.1_ViralProj266780
18582	NC_025464	N/A	N/A
18583	NC_025465	1204540	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/555/GCF_000927555.1_ViralProj266785
18584	NC_025466	1458863	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/875/GCF_000925875.1_ViralProj266779
18585	NC_025467	1161939	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/535/GCF_000929535.1_ViralProj266788
18586	NC_025468	1425362	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/095/GCF_000925095.1_ViralProj267001
18587	NC_025469	1425363	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/115/GCF_000925115.1_ViralProj267138
18588	NC_025470	1458860	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/595/GCF_000927595.1_ViralProj266988
18589	NC_025471	1527515	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/595/GCF_000929595.1_ViralProj267261
18590	NC_025474	2169853	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/975/GCF_000925975.1_ViralProj267248
18591	NC_025475	1568974	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/635/GCF_000927635.1_ViralProj267262
18592	NC_025476	1506568	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/995/GCF_000925995.1_ViralProj267266
18593	NC_025477	N/A	N/A
18594	NC_025478	N/A	N/A
18595	NC_025479	N/A	N/A
18596	NC_025480	N/A	N/A
18597	NC_025481	N/A	N/A
18598	NC_025482	N/A	N/A
18599	NC_025483	N/A	N/A
18600	NC_025484	N/A	N/A
18601	NC_025485	N/A	N/A
18602	NC_025486	N/A	N/A
18603	NC_025487	N/A	N/A
18604	NC_025488	N/A	N/A
18605	NC_025489	N/A	N/A
18606	NC_025490	N/A	N/A
18607	NC_025491	N/A	N/A
18608	NC_025492	N/A	N/A
18609	NC_025493	N/A	N/A
18610	NC_025672	1562038	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/615/GCF_000929615.1_ViralProj267736
18611	NC_025673	1562039	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/175/GCF_000925175.1_ViralProj267779
18612	NC_025674	1527523	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/655/GCF_000929655.1_ViralProj267781
18613	NC_025675	1562064	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/675/GCF_000927675.1_ViralProj267778
18614	NC_025676	1564182	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/925/155/GCF_000925155.1_ViralProj267775
18615	NC_025677	1562066	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/015/GCF_000926015.1_ViralProj267776
18616	NC_025678	1560346	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/615/GCF_000928615.1_ViralProj267780
18617	NC_025679	1562065	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/635/GCF_000929635.1_ViralProj267777
18618	NC_025680	232380	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/655/GCF_000927655.1_ViralProj267774
18619	NC_025681	994388	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/695/GCF_000927695.1_ViralProj268098
18620	NC_025682	1105383	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/735/GCF_000927735.1_ViralProj268176
18621	NC_025683	1105385	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/675/GCF_000929675.1_ViralProj268201
18622	NC_025684	1105386	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/635/GCF_000928635.1_ViralProj268200
18623	NC_025705	1379692	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/715/GCF_000927715.1_ViralProj268380
18624	NC_025706	1379695	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/930/395/GCF_000930395.1_ViralProj268427
18625	NC_025707	1379694	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/715/GCF_000928715.1_ViralProj268425
18626	NC_025708	1379707	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/755/GCF_000929755.1_ViralProj268426
18627	NC_025709	1379708	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/835/GCF_000927835.1_ViralProj268428
18628	NC_025710	1379709	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/755/GCF_000927755.1_ViralProj268412
18629	NC_025711	1379710	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/735/GCF_000928735.1_ViralProj268429
18630	NC_025712	1379711	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/927/815/GCF_000927815.1_ViralProj268424
18631	NC_025713	1379712	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/930/375/GCF_000930375.1_ViralProj268423
